Code,Description,Last Updated
5618011,Vitelline vein of placenta,09-12-2025
5619015,Serologic test for influenza virus A,09-12-2025
5619015,Serologic test for influenza virus A,09-12-2025
5620014,Recession of tendon of hand,09-12-2025
5620014,Recession of tendon of hand,09-12-2025
5621013,Heel pain,09-12-2025
5621013,Heel pain,09-12-2025
5622018,Talalgia,09-12-2025
5622018,Talalgia,09-12-2025
5623011,Major injury,09-12-2025
5623011,Major injury,09-12-2025
5624017,Papillary cystadenocarcinoma,09-12-2025
5624017,Papillary cystadenocarcinoma,09-12-2025
5625016,"Papillary cystadenocarcinoma, NOS",09-12-2025
5626015,Papillocystic adenocarcinoma,09-12-2025
5626015,Papillocystic adenocarcinoma,09-12-2025
5627012,Atrophoderma vermiculatum,09-12-2025
5627012,Atrophoderma vermiculatum,09-12-2025
5628019,Acne vermoulante,09-12-2025
5628019,Acne vermoulante,09-12-2025
5629010,"Exploratory craniotomy, infratentorial",09-12-2025
5629010,"Exploratory craniotomy, infratentorial",09-12-2025
5630017,"Exploratory craniectomy, infratentorial",09-12-2025
5630017,"Exploratory craniectomy, infratentorial",09-12-2025
5631018,Chronic gouty nephropathy,09-12-2025
5631018,Chronic gouty nephropathy,09-12-2025
5632013,Urate nephropathy,09-12-2025
5633015,Endometrium,09-12-2025
5633015,Endometrium,09-12-2025
5634014,"Endometrium, NOS",09-12-2025
5635010,Gouty proteinuria,09-12-2025
5635010,Gouty proteinuria,09-12-2025
5636011,Medial occipitotemporal gyrus,09-12-2025
5636011,Medial occipitotemporal gyrus,09-12-2025
5637019,Destruction of Bartholin's gland or cyst,09-12-2025
5638012,Operative endoscopy of ileum,09-12-2025
5638012,Operative endoscopy of ileum,09-12-2025
5639016,Operative ileoscopy,09-12-2025
5639016,Operative ileoscopy,09-12-2025
5640019,Actinomadura fulvescens,09-12-2025
5641015,Omentopexy,09-12-2025
5641015,Omentopexy,09-12-2025
5642010,Circular layer of gastric muscularis,09-12-2025
5642010,Circular layer of gastric muscularis,09-12-2025
5643017,Smooth newt,09-12-2025
5643017,Smooth newt,09-12-2025
5644011,Spinal cord,09-12-2025
5644011,Spinal cord,09-12-2025
5645012,"Spinal cord, NOS",09-12-2025
5646013,Congenital deformity of hip joint,09-12-2025
5646013,Congenital deformity of hip joint,09-12-2025
5647016,"Congenital deformity of hip joint, NOS",09-12-2025
5649018,Fibrocalculous pancreatic diabetes,09-12-2025
5649018,Fibrocalculous pancreatic diabetes,09-12-2025
5650018,Incudopexy,09-12-2025
5650018,Incudopexy,09-12-2025
5651019,Blood group antibody M>1<,09-12-2025
5652014,Hemoglobin F-Kennestone,09-12-2025
5652014,Hemoglobin F-Kennestone,09-12-2025
5653016,"Hb 77(EF1), His-arg",09-12-2025
5654010,Holocentrus ascensionis,09-12-2025
5655011,Squirrelfish,09-12-2025
5655011,Squirrelfish,09-12-2025
5656012,Raillietina madagascariensis,09-12-2025
5657015,"Salmonella III arizonae 50:r:1,5,(7)",09-12-2025
5657015,"Salmonella III arizonae 50:r:1,5,(7)",09-12-2025
5658013,"Tissue processing technique, complex, embed, cut and stain, per autopsy",09-12-2025
5658013,"Tissue processing technique, complex, embed, cut and stain, per autopsy",09-12-2025
5658013,"Tissue processing technique, complex, embed, cut and stain, per autopsy",09-12-2025
5659017,Eccrine gland,09-12-2025
5659017,Eccrine gland,09-12-2025
5660010,"Eccrine gland, NOS",09-12-2025
5661014,Suture material,09-12-2025
5661014,Suture material,09-12-2025
5662019,Decreased stool caliber,09-12-2025
5662019,Decreased stool caliber,09-12-2025
5663012,Diminished stool caliber,09-12-2025
5663012,Diminished stool caliber,09-12-2025
5664018,Opalina hylaxena,09-12-2025
5665017,Comedo,09-12-2025
5665017,Comedo,09-12-2025
5666016,Comedone,09-12-2025
5666016,Comedone,09-12-2025
5667013,Articular crepitus,09-12-2025
5668015,Articular crepitation,09-12-2025
5668015,Articular crepitation,09-12-2025
5669011,Joint crepitus,09-12-2025
5669011,Joint crepitus,09-12-2025
5670012,False crepitus,09-12-2025
5670012,False crepitus,09-12-2025
5671011,Blood group antigen Sc3,09-12-2025
5672016,Liopropoma rubre,09-12-2025
5672016,Liopropoma rubre,09-12-2025
5673014,Peppermint bass,09-12-2025
5673014,Peppermint bass,09-12-2025
5674015,Dysergia,09-12-2025
5674015,Dysergia,09-12-2025
5675019,"Dysergia, NOS",09-12-2025
5676018,Amia calva,09-12-2025
5676018,Amia calva,09-12-2025
5677010,Bowfin,09-12-2025
5677010,Bowfin,09-12-2025
5678017,Unilateral caudal displacement of diaphragm,09-12-2025
5678017,Unilateral caudal displacement of diaphragm,09-12-2025
5679013,Fetus OR newborn affected by antibiotic transmitted via placenta AND/OR breast milk,09-12-2025
5679013,Fetus OR newborn affected by antibiotic transmitted via placenta AND/OR breast milk,09-12-2025
5680011,Fetus or newborn affected by antibiotic transmitted via placenta or breast milk,09-12-2025
5683013,Lamina propria of ureter,09-12-2025
5683013,Lamina propria of ureter,09-12-2025
5684019,Acquired epidermolysis bullosa,09-12-2025
5684019,Acquired epidermolysis bullosa,09-12-2025
5685018,Lizard,09-12-2025
5685018,Lizard,09-12-2025
5686017,"Lizard, NOS",09-12-2025
5687014,Angle of thirteenth rib,09-12-2025
5687014,Angle of thirteenth rib,09-12-2025
5688016,Loose body in joint,09-12-2025
5688016,Loose body in joint,09-12-2025
5689012,Joint mice,09-12-2025
5689012,Joint mice,09-12-2025
5690015,Free bodies in joint,09-12-2025
5690015,Free bodies in joint,09-12-2025
5691016,Corpora libra in joint,09-12-2025
5691016,Corpora libra in joint,09-12-2025
5692011,Melon seed bodies in joint,09-12-2025
5692011,Melon seed bodies in joint,09-12-2025
5693018,Arthrolith,09-12-2025
5693018,Arthrolith,09-12-2025
5694012,Delirium,09-12-2025
5694012,Delirium,09-12-2025
5695013,"Delirium, NOS",09-12-2025
5695013,"Delirium, NOS",09-12-2025
5696014,Crescentia,09-12-2025
5696014,Crescentia,09-12-2025
5697017,"Crescentia, NOS",09-12-2025
5698010,Pleural fluid,09-12-2025
5698010,Pleural fluid,09-12-2025
5699019,"Pleural fluid, NOS",09-12-2025
5700018,Capsule of distal interphalangeal joint of thumb,09-12-2025
5700018,Capsule of distal interphalangeal joint of thumb,09-12-2025
5701019,Osteoplasty of facial bones,09-12-2025
5701019,Osteoplasty of facial bones,09-12-2025
5702014,"Osteoplasty of facial bones, NOS",09-12-2025
5703016,"Repair of facial bone, NOS",09-12-2025
5704010,Repair of facial bone,09-12-2025
5704010,Repair of facial bone,09-12-2025
5704010,Repair of facial bone,09-12-2025
5705011,Spontaneous abortion complicated by delayed AND/OR excessive hemorrhage,09-12-2025
5706012,Spontaneous abortion complicated by delayed or excessive hemorrhage,09-12-2025
5707015,Temporomandibular dysplasia,09-12-2025
5707015,Temporomandibular dysplasia,09-12-2025
5708013,Gastrojejunal ulcer without hemorrhage AND without perforation,09-12-2025
5709017,"Gastrojejunal ulcer, NOS without hemorrhage or perforation",09-12-2025
5710010,Traction injury,09-12-2025
5710010,Traction injury,09-12-2025
5711014,Stretch injury,09-12-2025
5711014,Stretch injury,09-12-2025
5712019,Enterococcus,09-12-2025
5712019,Enterococcus,09-12-2025
5712019,Enterococcus,09-12-2025
5713012,"Enterococcus, NOS",09-12-2025
5714018,"Epithelial ovarian tumor, FIGO stage III",09-12-2025
5715017,"Unspecified abortion with specified complication, NEC",09-12-2025
5715017,"Unspecified abortion with specified complication, NEC",09-12-2025
5716016,Salmonella II roggeveld,09-12-2025
5716016,Salmonella II roggeveld,09-12-2025
5717013,Apocrine gland,09-12-2025
5717013,Apocrine gland,09-12-2025
5718015,"Apocrine gland, NOS",09-12-2025
5719011,Impairment level: one eye: total impairment: other eye: not specified,09-12-2025
5719011,Impairment level: one eye: total impairment: other eye: not specified,09-12-2025
5720017,Impairment level: one eye: total impairmen; other eye: not specified,09-12-2025
5721018,Congenital anomaly of foot,09-12-2025
5721018,Congenital anomaly of foot,09-12-2025
5722013,"Congenital anomaly of foot, NOS",09-12-2025
5723015,"Congenital deformity of foot, NOS",09-12-2025
5724014,Congenital deformity of foot,09-12-2025
5725010,Pars tensa of tympanic membrane,09-12-2025
5725010,Pars tensa of tympanic membrane,09-12-2025
5726011,"Pars tensa of tympanic membrane, NOS",09-12-2025
5727019,Human coxsackievirus A12,09-12-2025
5728012,Cauterization of navel,09-12-2025
5728012,Cauterization of navel,09-12-2025
5729016,Glass engraver,09-12-2025
5729016,Glass engraver,09-12-2025
5730014,Methantheline,09-12-2025
5730014,Methantheline,09-12-2025
5731013,Lythrypnus nesiotes,09-12-2025
5732018,Island goby,09-12-2025
5732018,Island goby,09-12-2025
5733011,Bicaulus sagittatus,09-12-2025
5734017,Methylbenzethonium chloride,09-12-2025
5734017,Methylbenzethonium chloride,09-12-2025
5735016,Oesophagostomum radiatum,09-12-2025
5736015,Postlaminectomy kyphosis,09-12-2025
5736015,Postlaminectomy kyphosis,09-12-2025
5737012,Manual dilation and stretching,09-12-2025
5737012,Manual dilation and stretching,09-12-2025
5738019,Tendon sheath of popliteus muscle,09-12-2025
5738019,Tendon sheath of popliteus muscle,09-12-2025
5739010,Retired procedure,09-12-2025
5739010,Retired procedure,09-12-2025
5740012,Phosmet poisoning,09-12-2025
5740012,Phosmet poisoning,09-12-2025
5741011,Impaired psychomotor development,09-12-2025
5741011,Impaired psychomotor development,09-12-2025
5742016,Chronic gastrojejunal ulcer with perforation,09-12-2025
5742016,Chronic gastrojejunal ulcer with perforation,09-12-2025
5743014,Infection by Prosthenorchis elegans,09-12-2025
5744015,Biopsy of spinal meninges,09-12-2025
5744015,Biopsy of spinal meninges,09-12-2025
5745019,"Biopsy of spinal meninges, NOS",09-12-2025
5746018,"Excisional biopsy of spinal meninges, NOS",09-12-2025
5747010,Excisional biopsy of spinal meninges,09-12-2025
5748017,Cremasteric fascia,09-12-2025
5748017,Cremasteric fascia,09-12-2025
5749013,Cineradiography of pharynx,09-12-2025
5749013,Cineradiography of pharynx,09-12-2025
5750013,Head of femur,09-12-2025
5750013,Head of femur,09-12-2025
5751012,Femoral head,09-12-2025
5751012,Femoral head,09-12-2025
5752017,Nephroureterocystectomy,09-12-2025
5752017,Nephroureterocystectomy,09-12-2025
5753010,Antepartum hemorrhage associated with coagulation defects,09-12-2025
5753010,Antepartum hemorrhage associated with coagulation defects,09-12-2025
5754016,Sexual pyromania,09-12-2025
5754016,Sexual pyromania,09-12-2025
5755015,Erotic pyromania,09-12-2025
5755015,Erotic pyromania,09-12-2025
5756019,Pyrolagnia,09-12-2025
5756019,Pyrolagnia,09-12-2025
5757011,Dilated cardiomyopathy secondary to myotonic dystrophy,09-12-2025
5757011,Dilated cardiomyopathy secondary to myotonic dystrophy,09-12-2025
5758018,Microcottus sellaris,09-12-2025
5758018,Microcottus sellaris,09-12-2025
5759014,Brightbelly sculpin,09-12-2025
5760016,Congenital vascular anomaly of eye,09-12-2025
5760016,Congenital vascular anomaly of eye,09-12-2025
5761017,"Congenital vascular anomaly of eye, NOS",09-12-2025
5762012,Poisoning by magnesium sulfate,09-12-2025
5762012,Poisoning by magnesium sulfate,09-12-2025
5763019,Salmonella saintpaul,09-12-2025
5763019,Salmonella saintpaul,09-12-2025
5764013,Urginea brachystachys,09-12-2025
5765014,Retired procedure,09-12-2025
5765014,Retired procedure,09-12-2025
5767018,Hemoglobin Bristol,09-12-2025
5768011,"Hb 67(E11), Val-asp",09-12-2025
5769015,Spinous process of fourth thoracic vertebra,09-12-2025
5769015,Spinous process of fourth thoracic vertebra,09-12-2025
5770019,Abrasion AND/OR friction burn of gum without infection,09-12-2025
5770019,Abrasion AND/OR friction burn of gum without infection,09-12-2025
5771015,Abrasion or friction burn of gum without infection,09-12-2025
5772010,Gingival abrasion,09-12-2025
5772010,Gingival abrasion,09-12-2025
5773017,Lamina of fourth lumbar vertebra,09-12-2025
5773017,Lamina of fourth lumbar vertebra,09-12-2025
5774011,Tamarin,09-12-2025
5774011,Tamarin,09-12-2025
5775012,"Tamarin, NOS",09-12-2025
5776013,Congenital stenosis of nares,09-12-2025
5776013,Congenital stenosis of nares,09-12-2025
5777016,Uhl's disease,09-12-2025
5778014,Hypoplasia of right ventricle,09-12-2025
5778014,Hypoplasia of right ventricle,09-12-2025
5779018,Uhl's anomaly,09-12-2025
5780015,Parchment right ventricle,09-12-2025
5780015,Parchment right ventricle,09-12-2025
5781016,Dorsal digital nerves of lateral hallux and medial second toe,09-12-2025
5781016,Dorsal digital nerves of lateral hallux and medial second toe,09-12-2025
5782011,Pyloric antral vascular ectasia,09-12-2025
5782011,Pyloric antral vascular ectasia,09-12-2025
5783018,Molybdenum compound,09-12-2025
5783018,Molybdenum compound,09-12-2025
5784012,"Molybdenum compound, NOS",09-12-2025
5785013,Retired procedure,09-12-2025
5785013,Retired procedure,09-12-2025
5786014,Division of muscle of hand,09-12-2025
5786014,Division of muscle of hand,09-12-2025
5787017,Release of intrinsic muscle of hand,09-12-2025
5788010,Incision of muscle of hand with division,09-12-2025
5789019,Myotomy of hand with division,09-12-2025
5790011,Release of muscle of hand,09-12-2025
5791010,Transection of muscle of hand,09-12-2025
5792015,Traumatic cardiac hemolytic anemia,09-12-2025
5792015,Traumatic cardiac hemolytic anemia,09-12-2025
5793013,Hemolytic anemia due to vascular prosthesis,09-12-2025
5793013,Hemolytic anemia due to vascular prosthesis,09-12-2025
5794019,Mechanical hemolytic anemia,09-12-2025
5794019,Mechanical hemolytic anemia,09-12-2025
5795018,Toxic effect of butane,09-12-2025
5795018,Toxic effect of butane,09-12-2025
5796017,Transposition of ulnar nerve at elbow,09-12-2025
5796017,Transposition of ulnar nerve at elbow,09-12-2025
5797014,Neuroplasty and transposition of ulnar nerve at elbow,09-12-2025
5798016,Piblokto,09-12-2025
5798016,Piblokto,09-12-2025
5799012,Pibloktoq,09-12-2025
5799012,Pibloktoq,09-12-2025
5800011,Perivesicular tissues of seminal vesicles,09-12-2025
5800011,Perivesicular tissues of seminal vesicles,09-12-2025
5801010,Open fracture of vault of skull with cerebral laceration AND/OR contusion,09-12-2025
5802015,Open fracture of vault of skull with cerebral laceration and contusion,09-12-2025
5803013,Renal artery,09-12-2025
5803013,Renal artery,09-12-2025
5804019,"Renal artery, NOS",09-12-2025
5805018,Gas chromatography measurement,09-12-2025
5805018,Gas chromatography measurement,09-12-2025
5806017,"Gas chromatography measurement, NOS",09-12-2025
5807014,Revision of urinary conduit,09-12-2025
5807014,Revision of urinary conduit,09-12-2025
5808016,"Revision of urinary conduit, NOS",09-12-2025
5809012,Tabes dorsalis,09-12-2025
5809012,Tabes dorsalis,09-12-2025
5810019,Progressive locomotor ataxia,09-12-2025
5811015,Syphilitic posterior spinal sclerosis,09-12-2025
5812010,Tabetic neurosyphilis,09-12-2025
5813017,Duchenne's disease,09-12-2025
5814011,Respiratory epithelium,09-12-2025
5814011,Respiratory epithelium,09-12-2025
5815012,"Respiratory epithelium, NOS",09-12-2025
5816013,Hemoglobin Saitama,09-12-2025
5817016,"Hb 117(G19), His-pro",09-12-2025
5818014,Cervical myelography,09-12-2025
5818014,Cervical myelography,09-12-2025
5819018,Superficial epigastric artery,09-12-2025
5819018,Superficial epigastric artery,09-12-2025
5820012,Hospital-based outpatient infectious disease clinic,09-12-2025
5820012,Hospital-based outpatient infectious disease clinic,09-12-2025
5821011,Infection by Schistosoma incognitum,09-12-2025
5822016,Arthrotomy for synovectomy of sternoclavicular joint,09-12-2025
5822016,Arthrotomy for synovectomy of sternoclavicular joint,09-12-2025
5823014,Bhutanese,09-12-2025
5824015,Macular keratitis,09-12-2025
5824015,Macular keratitis,09-12-2025
5825019,Bursectomy of hand,09-12-2025
5825019,Bursectomy of hand,09-12-2025
5826018,Excision of bursa of hand,09-12-2025
5826018,Excision of bursa of hand,09-12-2025
5827010,Resection of bursa of hand,09-12-2025
5827010,Resection of bursa of hand,09-12-2025
5828017,Accessory cephalic vein,09-12-2025
5828017,Accessory cephalic vein,09-12-2025
5829013,Vitamin A-responsive dermatosis,09-12-2025
5830015,Pinealectomy,09-12-2025
5830015,Pinealectomy,09-12-2025
5830015,Pinealectomy,09-12-2025
5831016,Complete pinealectomy,09-12-2025
5831016,Complete pinealectomy,09-12-2025
5832011,Complete excision of pineal gland,09-12-2025
5832011,Complete excision of pineal gland,09-12-2025
5833018,Puerperal septicemia,09-12-2025
5833018,Puerperal septicemia,09-12-2025
5834012,Puerperal fever,09-12-2025
5834012,Puerperal fever,09-12-2025
5835013,Puerperal sepsis,09-12-2025
5835013,Puerperal sepsis,09-12-2025
5836014,Childbed fever,09-12-2025
5836014,Childbed fever,09-12-2025
5837017,Gaucher's disease,09-12-2025
5838010,"Gaucher's disease, NOS",09-12-2025
5839019,Glucosylceramidase deficiency,09-12-2025
5840017,Gaucher syndrome,09-12-2025
5841018,Kerasin histiocytosis,09-12-2025
5842013,Kerasin lipoidosis,09-12-2025
5843015,Gaucher splenomegaly,09-12-2025
5844014,Glucocerebrosidosis,09-12-2025
5845010,Kerasin thesaurismosis,09-12-2025
5846011,Temporary colostomy,09-12-2025
5846011,Temporary colostomy,09-12-2025
5847019,Gland (organ),09-12-2025
5847019,Gland (organ),09-12-2025
5848012,"Gland, NOS",09-12-2025
5849016,Salmonella III arizonae 18:r:z,09-12-2025
5849016,Salmonella III arizonae 18:r:z,09-12-2025
5850016,Other interpersonal problem,09-12-2025
5850016,Other interpersonal problem,09-12-2025
5851017,Rotavirus group E,09-12-2025
5852012,Hirundichthys affinis,09-12-2025
5853019,Fourwing flyingfish,09-12-2025
5854013,Obliteration of lymphatic structure,09-12-2025
5854013,Obliteration of lymphatic structure,09-12-2025
5855014,"Obliteration of lymphatic structure, NOS",09-12-2025
5856010,Anicteric,09-12-2025
5856010,Anicteric,09-12-2025
5857018,"Malignant lymphoma, centroblastic-centrocytic, diffuse",09-12-2025
5857018,"Malignant lymphoma, centroblastic-centrocytic, diffuse",09-12-2025
